ISO Code	Language Name	Population Size	Vitality	Digital Support
gwn	Gwandara	10K to 1M	Endangered	Still
gwr	Gwere	10K to 1M	Institutional	Ascending
gwt	Gawar-Bati	10K to 1M	Stable	Emerging
gwu	Guwamu	None	Extinct	Still
gww	Kwini	None	Endangered	Still
gwx	Gua	10K to 1M	Stable	Still
gxx	Wè Southern	10K to 1M	Stable	Emerging
gya	Northwest Gbaya	10K to 1M	Stable	Emerging
gyb	Garus	Less than 10K	Stable	Still
gyd	Kayardild	None	Endangered	Still
gye	Gyem	Less than 10K	Stable	Still
gyf	Gungabula	None	Extinct	Still
gyg	Gbayi	Less than 10K	Stable	Still
gyi	Gyeli	Less than 10K	Endangered	Emerging
gyl	Gayil	10K to 1M	Stable	Still
gym	Ngäbere	10K to 1M	Stable	Ascending
gyn	Guyanese Creole	10K to 1M	Institutional	Ascending
gyo	Gyalsumdo	Less than 10K	Endangered	Still
gyr	Guarayu	Less than 10K	Stable	Ascending
gyy	Gunya	None	Extinct	Still
gyz	Gyaazi	Less than 10K	Stable	Emerging
gza	Ganza	Less than 10K	Stable	Still
gzi	Gazi	Less than 10K	Endangered	Still
gzn	Gane	Less than 10K	Endangered	Still
haa	Han	None	Endangered	Ascending
hab	Hanoi Sign Language	10K to 1M	Stable	Emerging
hac	Gurani	10K to 1M	Endangered	Ascending
had	Hatam	10K to 1M	Endangered	Emerging
hae	Eastern Oromo	1M to 1B	Stable	Emerging
haf	Haiphong Sign Language	Less than 10K	Stable	Still
hag	Hanga	Less than 10K	Stable	Ascending
hah	Hahon	Less than 10K	Stable	Still
haj	Hajong	10K to 1M	Stable	Emerging
hak	Hakka Chinese	1M to 1B	Institutional	Ascending
hal	Halang	10K to 1M	Endangered	Still
ham	Hewa	Less than 10K	Stable	Emerging
han	Hangaza	10K to 1M	Stable	Emerging
hao	Hakö	10K to 1M	Institutional	Emerging
hap	Hupla	Less than 10K	Endangered	Emerging
haq	Ha	1M to 1B	Stable	Emerging
har	Harari	10K to 1M	Stable	Ascending
has	Haisla	None	Endangered	Emerging
hat	Haitian Creole	1M to 1B	Institutional	Vital
hau	Hausa	1M to 1B	Institutional	Vital
hav	Havu	10K to 1M	Stable	Emerging
haw	Hawaiian	Less than 10K	Institutional	Vital
hax	Haida, Southern	None	Endangered	Ascending
hay	Haya	1M to 1B	Stable	Ascending
haz	Hazaragi	1M to 1B	Stable	Ascending
hba	Hamba	10K to 1M	Stable	Emerging
hbb	Nya Huba	10K to 1M	Stable	Ascending
hbn	Heiban	10K to 1M	Endangered	Emerging
hbo	Ancient Hebrew	None	Extinct	Emerging
hbu	Habun	Less than 10K	Endangered	Still
hca	Andaman Hindi Creole	10K to 1M	Stable	Emerging
hch	Huichol	10K to 1M	Stable	Ascending
hdn	Northern Haida	None	Endangered	Ascending
hds	Honduran Sign Language	10K to 1M	Stable	Emerging
hdy	Hadiyya	1M to 1B	Institutional	Ascending
hea	Miao, Northern Qiandong	1M to 1B	Endangered	Ascending
heb	Hebrew	1M to 1B	Institutional	Thriving
hed	Herdé	10K to 1M	Stable	Emerging
heg	Helong	10K to 1M	Endangered	Ascending
heh	Hehe	1M to 1B	Endangered	Ascending
hei	Heiltsuk	None	Endangered	Ascending
hem	Hemba	10K to 1M	Stable	Emerging
her	Herero	10K to 1M	Institutional	Ascending
hgm	Hai|ǁom	10K to 1M	Stable	Still
hgw	Haigwai	Less than 10K	Stable	Still
hhi	Hoia Hoia	None	Stable	Still
hhr	Kerak	10K to 1M	Stable	Still
hhy	Hoyahoya	Less than 10K	Endangered	Emerging
hia	Lamang	10K to 1M	Endangered	Emerging
hib	Hibito	None	Extinct	Still
hid	Hidatsa	Less than 10K	Endangered	Emerging
hif	Fiji Hindi	10K to 1M	Institutional	Ascending
hig	Kamwe	10K to 1M	Stable	Ascending
hih	Pamosu	Less than 10K	Stable	Emerging
hii	Hinduri	10K to 1M	Stable	Emerging
hij	Hijuk	Less than 10K	Endangered	Emerging
hik	Seit-Kaitetu	Less than 10K	Endangered	Still
hil	Hiligaynon	1M to 1B	Institutional	Ascending
hin	Hindi	1M to 1B	Institutional	Thriving
hio	Tshuwau	Less than 10K	Endangered	Still
hir	Himarimã	None	Stable	Still
hiw	Hiw	Less than 10K	Stable	Emerging
hix	Hixkaryána	Less than 10K	Stable	Emerging
hji	Haji	10K to 1M	Stable	Emerging
hka	Kahe	Less than 10K	Endangered	Emerging
hke	Hunde	10K to 1M	Stable	Emerging
hkh	Khah	10K to 1M	Stable	Still
hkk	Hunjara-Kaina Ke	Less than 10K	Stable	Still
hkn	Mel-Khaonh	None	Endangered	Still
hks	Hong Kong Sign Language	Less than 10K	Stable	Emerging
hla	Halia	10K to 1M	Stable	Ascending
hlb	Halbi	1M to 1B	Institutional	Ascending
hld	Halang Doan	Less than 10K	Endangered	Still
hle	Hlersu	10K to 1M	Endangered	Still
hlt	Matu Chin	10K to 1M	Stable	Ascending
hma	Miao, Southern Mashan	10K to 1M	Endangered	Emerging
hmb	Humburi Senni Songhay	10K to 1M	Stable	Emerging
hmc	Miao, Central Huishui	10K to 1M	Stable	Still
hmd	Large Flowery Miao	10K to 1M	Stable	Ascending
hme	Miao, Eastern Huishui	10K to 1M	Endangered	Still
hmf	Hmong Don	None	Stable	Still
hmg	Miao, Southwestern Guiyang	10K to 1M	Stable	Still
hmh	Miao, Southwestern Huishui	10K to 1M	Stable	Still
hmi	Miao, Northern Huishui	10K to 1M	Stable	Still
hmj	Ge	10K to 1M	Endangered	Still
hml	Miao, Luopohe	10K to 1M	Stable	Emerging
hmm	Miao, Central Mashan	10K to 1M	Stable	Still
hmo	Hiri Motu	10K to 1M	Institutional	Ascending
hmp	Miao, Northern Mashan	10K to 1M	Stable	Still
hmq	Miao, Eastern Qiandong	10K to 1M	Stable	Still
hmr	Hmar	10K to 1M	Institutional	Ascending
hms	Miao, Southern Qiandong	10K to 1M	Stable	Emerging
hmt	Hamtai	10K to 1M	Endangered	Emerging
hmu	Hamap	Less than 10K	Endangered	Still
hmv	Hmong Dô	None	Stable	Still
hmw	Miao, Western Mashan	10K to 1M	Endangered	Still
hmy	Miao, Southern Guiyang	10K to 1M	Stable	Still
hmz	Sinicized Miao	10K to 1M	Stable	Emerging
hna	Mina	10K to 1M	Stable	Ascending
hnd	Southern Hindko	1M to 1B	Stable	Ascending
hne	Chhattisgarhi	1M to 1B	Stable	Ascending
hng	Hungu	10K to 1M	Endangered	Still
hnh	ǁAni	Less than 10K	Endangered	Still
hni	Hani	10K to 1M	Stable	Ascending
hnj	Hmong Njua	10K to 1M	Stable	Ascending
hnn	Hanunoo	10K to 1M	Stable	Ascending
hno	Northern Hindko	1M to 1B	Stable	Ascending
hns	Sarnami Hindustani	10K to 1M	Stable	Ascending
hnu	Hung	Less than 10K	Endangered	Still
hoa	Hoava	Less than 10K	Endangered	Emerging
hob	Mari	Less than 10K	Stable	Still
hoc	Ho	1M to 1B	Stable	Ascending
hod	Holma	None	Extinct	Still
hoe	Horom	Less than 10K	Stable	Still
hoh	Hobyót	Less than 10K	Endangered	Still
hoi	Holikachuk	None	Endangered	Emerging
hoj	Haroti	1M to 1B	Stable	Ascending
hol	Holu	10K to 1M	Stable	Still
hom	Homa	None	Extinct	Still
hoo	Holoholo	10K to 1M	Stable	Emerging
hop	Hopi	Less than 10K	Endangered	Ascending
hor	Horo	None	Extinct	Emerging
hos	Ho Chi Minh City Sign Language	10K to 1M	Stable	Still
hot	Malei	Less than 10K	Stable	Emerging
hov	Hovongan	Less than 10K	Endangered	Still
how	Honi	10K to 1M	Stable	Still
hoy	Holiya	Less than 10K	Endangered	Emerging
hoz	Hozo	Less than 10K	Endangered	Still
hpo	Hpon	None	Endangered	Still
hps	Hawai‘i Sign Language	None	Endangered	Still
hra	Hrangkhol	10K to 1M	Endangered	Emerging
hrc	Niwer Mil	Less than 10K	Stable	Emerging
hre	Hre	10K to 1M	Stable	Emerging
hrk	Haruku	10K to 1M	Endangered	Still
hrm	Miao, Horned	10K to 1M	Stable	Still
hro	Haroi	10K to 1M	Endangered	Ascending
hrp	Nhirrpi	None	Extinct	Still
hrt	Hértevin	None	Endangered	Emerging
hru	Hruso	Less than 10K	Endangered	Emerging
hrv	Croatian	1M to 1B	Institutional	Thriving
hrw	Warwar Feni	Less than 10K	Stable	Still
hrx	Hunsrik	1M to 1B	Endangered	Ascending
hrz	Harzani	10K to 1M	Endangered	Still
hsb	Upper Sorbian	10K to 1M	Endangered	Vital
hsh	Hungarian Sign Language	10K to 1M	Stable	Emerging
hsl	Hausa Sign Language	10K to 1M	Stable	Still
hsn	Xiang Chinese	1M to 1B	Stable	Ascending
hss	Harsusi	Less than 10K	Endangered	Still
hti	Hoti	None	Extinct	Still
hto	Minika Witoto	Less than 10K	Endangered	Emerging
hts	Hadza	Less than 10K	Endangered	Emerging
htu	Hitu	Less than 10K	Endangered	Still
hub	Wampís	10K to 1M	Stable	Ascending
huc	ǂ’Amkhoe	None	Endangered	Emerging
hud	Huaulu	Less than 10K	Endangered	Still
hue	San Francisco del Mar Huave	Less than 10K	Endangered	Still
huf	Humene	Less than 10K	Stable	Still
hug	Huachipaeri	Less than 10K	Endangered	Still
huh	Huilliche	None	Endangered	Emerging
hui	Huli	10K to 1M	Stable	Emerging
huj	Miao, Northern Guiyang	10K to 1M	Stable	Still
huk	Hulung	None	Extinct	Still
hul	Vula’a	Less than 10K	Stable	Emerging
hum	Hungana	Less than 10K	Endangered	Still
hun	Hungarian	1M to 1B	Institutional	Thriving
huo	Hu	Less than 10K	Endangered	Still
hup	Hupa	None	Endangered	Ascending
huq	Tsat	Less than 10K	Endangered	Still
hur	Halkomelem	Less than 10K	Endangered	Ascending
hus	Huastec	10K to 1M	Stable	Ascending
hut	Humla	Less than 10K	Stable	Emerging
huu	Murui Witoto	Less than 10K	Endangered	Ascending
huv	San Mateo del Mar Huave	10K to 1M	Stable	Ascending
huw	Hukumina	None	Extinct	Still
hux	Witoto, Nipode	Less than 10K	Endangered	Still
huy	Hulaulá	Less than 10K	Endangered	Still
huz	Hunzib	Less than 10K	Endangered	Emerging
hvc	Haitian Vodoun Culture Language	None	Endangered	Still
hve	San Dionisio del Mar Huave	Less than 10K	Endangered	Still
hvk	Haveke	Less than 10K	Endangered	Still
hvn	Hawu	10K to 1M	Stable	Ascending
hvv	Huave, Santa María del Mar	Less than 10K	Endangered	Still
hwa	Wané	Less than 10K	Endangered	Still
hwc	Hawaii Pidgin	1M to 1B	Stable	Ascending
hwo	Hwana	10K to 1M	Stable	Emerging
hya	Hya	Less than 10K	Endangered	Emerging
hye	Armenian	1M to 1B	Institutional	Vital
hyw	Western Armenian	1M to 1B	Stable	Ascending
iai	Iaai	Less than 10K	Endangered	Emerging
ian	Iatmul	Less than 10K	Endangered	Emerging
iar	Purari	Less than 10K	Stable	Emerging
iba	Iban	1M to 1B	Institutional	Ascending
ibb	Ibibio	1M to 1B	Institutional	Ascending
ibd	Iwaidja	Less than 10K	Endangered	Still
ibe	Akpes	10K to 1M	Stable	Still
ibg	Ibanag	10K to 1M	Endangered	Ascending
ibh	Bih	None	Endangered	Still
ibl	Ibaloi	10K to 1M	Stable	Ascending
ibm	Robambami	Less than 10K	Stable	Still
ibn	Ibino	10K to 1M	Stable	Still
ibo	Igbo	1M to 1B	Institutional	Vital
ibr	Ibuoro	Less than 10K	Stable	Still
ibu	Ibu	None	Endangered	Still
iby	Ibani	10K to 1M	Stable	Emerging
ica	Ede Ica	10K to 1M	Stable	Emerging
ich	Etkywan	10K to 1M	Stable	Emerging
icl	Icelandic Sign Language	Less than 10K	Stable	Still
icr	Islander English Creole	10K to 1M	Stable	Ascending
ida	Luidakho-Luisukha-Lutirichi	10K to 1M	Stable	Still
idb	Indo-Portuguese	Less than 10K	Endangered	Emerging
idc	Ajiya	Less than 10K	Stable	Still
idd	Ede Idaca	10K to 1M	Stable	Emerging
ide	Idere	Less than 10K	Stable	Still
idi	Idi	Less than 10K	Stable	Emerging
idr	Indri	Less than 10K	Endangered	Still
ids	Orake		Endangered	Still
idt	Idaté	10K to 1M	Endangered	Emerging
idu	Idoma	1M to 1B	Stable	Ascending
ifa	Amganad Ifugao	10K to 1M	Stable	Ascending
ifb	Batad Ifugao	10K to 1M	Stable	Ascending
ife	Ifè	10K to 1M	Stable	Ascending
iff	Ifo	None	Extinct	Still
ifk	Tuwali Ifugao	10K to 1M	Stable	Ascending
ifm	Teke-Wuumu	10K to 1M	Endangered	Still
ifu	Mayoyao Ifugao	10K to 1M	Institutional	Ascending
ify	Kallahan, Keley-i	Less than 10K	Stable	Ascending
igb	Ebira	1M to 1B	Stable	Ascending
ige	Igede	10K to 1M	Stable	Ascending
igg	Igana	Less than 10K	Endangered	Still
igl	Igala	1M to 1B	Stable	Ascending
igm	Kanggape	Less than 10K	Stable	Still
ign	Ignaciano	Less than 10K	Endangered	Ascending
igo	Isebe	Less than 10K	Stable	Still
igw	Igwe	10K to 1M	Stable	Still
ihb	Iha Based Pidgin	None	Endangered	Emerging
ihi	Ihievbe	10K to 1M	Stable	Still
ihp	Iha	Less than 10K	Endangered	Still
ihw	Bidhawal	None	Extinct	Still
iii	Nuosu	1M to 1B	Institutional	Ascending
iin	Thiin	None	Extinct	Still
ijc	Izon	1M to 1B	Stable	Ascending
ije	Biseni	Less than 10K	Stable	Emerging
ijj	Ede Ije	10K to 1M	Stable	Emerging
ijn	Kalabari	10K to 1M	Stable	Emerging
ijs	Ijo, Southeast	10K to 1M	Stable	Ascending
ike	Eastern Canadian Inuktitut	10K to 1M	Endangered	Ascending
ikh	Ikhin-Aokho	Less than 10K	Stable	Still
iki	Iko	Less than 10K	Stable	Still
ikk	Ika	10K to 1M	Stable	Ascending
ikl	Ikulu	10K to 1M	Stable	Still
iko	Olulumo-Ikom	10K to 1M	Endangered	Emerging
ikp	Ikpeshi	Less than 10K	Stable	Still
ikr	Ikaranggal	None	Extinct	Still
iks	Inuit Sign Language	None	Endangered	Still
ikt	Inuinnaqtun	Less than 10K	Endangered	Ascending
ikv	Iku-Gora-Ankwa	None	Stable	Still
ikw	Ikwere	10K to 1M	Stable	Ascending
ikx	Ik	10K to 1M	Stable	Ascending
ikz	Ikizu	10K to 1M	Stable	Emerging
ila	Ile Ape	10K to 1M	Stable	Still
ilb	Ila	10K to 1M	Stable	Emerging
ilg	Garig-Ilgar	None	Extinct	Still
ili	Ili Turki	Less than 10K	Endangered	Emerging
ilk	Bogkalot	Less than 10K	Endangered	Emerging
ilm	Iranun	10K to 1M	Endangered	Still
ilo	Ilocano	1M to 1B	Institutional	Ascending
ilp	Iranun	10K to 1M	Stable	Emerging
ils	International Sign	None	Endangered	Emerging
ilu	Ili’uun	Less than 10K	Endangered	Still
ilv	Ilue	Less than 10K	Endangered	Still
ima	Mala Malasar	Less than 10K	Stable	Still
imi	Anamuxra	Less than 10K	Stable	Still
iml	Miluk	None	Extinct	Emerging
imn	Imonda	Less than 10K	Endangered	Still
imo	Imbongu	10K to 1M	Stable	Emerging
imr	Imroing	Less than 10K	Endangered	Still
imt	Imotong	10K to 1M	Stable	Still
inb	Inga	10K to 1M	Endangered	Ascending
ind	Indonesian	1M to 1B	Institutional	Thriving
ing	Deg Xinag	None	Endangered	Emerging
inh	Ingush	10K to 1M	Stable	Ascending
inj	Inga, Jungle	10K to 1M	Stable	Still
inl	Indonesian Sign Language	10K to 1M	Stable	Emerging
inn	Isinay	Less than 10K	Endangered	Emerging
ino	Inoke-Yate	10K to 1M	Stable	Emerging
inp	Iñapari	None	Endangered	Emerging
ins	Indian Sign Language	1M to 1B	Stable	Ascending
int	Intha	10K to 1M	Stable	Still
inz	Ineseño	None	Endangered	Still
ior	Inor	10K to 1M	Stable	Emerging
iou	Tuma-Irumu	Less than 10K	Stable	Emerging
iow	Iowa-Oto	None	Endangered	Emerging
ipi	Ipili	10K to 1M	Stable	Emerging
ipo	Ipiko	Less than 10K	Stable	Still
iqu	Iquitu	None	Endangered	Emerging
iqw	Ikwo	10K to 1M	Stable	Emerging
ire	Yeresiam	None	Endangered	Emerging
irh	Irarutu	Less than 10K	Endangered	Still
iri	Rigwe	10K to 1M	Endangered	Emerging
irk	Iraqw	10K to 1M	Stable	Ascending
irn	Irántxe		Endangered	Still
irr	Ir	Less than 10K	Stable	Still
iru	Irula	10K to 1M	Endangered	Emerging
irx	Kamberau	Less than 10K	Endangered	Still
iry	Iraya	10K to 1M	Stable	Emerging
isa	Isabi	Less than 10K	Endangered	Still
isc	Isconahua	None	Endangered	Still
isd	Isnag	10K to 1M	Stable	Ascending
ise	Italian Sign Language	10K to 1M	Stable	Emerging
isg	Irish Sign Language	10K to 1M	Stable	Emerging
ish	Esan	10K to 1M	Stable	Emerging
isi	Nkem-Nkum	10K to 1M	Stable	Still
isk	Ishkashimi	Less than 10K	Stable	Emerging
isl	Icelandic	10K to 1M	Institutional	Vital
ism	Masimasi	None	Endangered	Still
isn	Isanzu	10K to 1M	Endangered	Emerging
iso	Isoko	10K to 1M	Stable	Ascending
isr	Israeli Sign Language	10K to 1M	Stable	Emerging
ist	Istriot	Less than 10K	Endangered	Emerging
isu	Isu	10K to 1M	Stable	Emerging
ita	Italian	1M to 1B	Institutional	Thriving
itb	Itneg, Binongan	Less than 10K	Endangered	Emerging
itd	Tidung, Southern	10K to 1M	Stable	Emerging
ite	Itene	None	Endangered	Still
iti	Itneg, Inlaud	Less than 10K	Endangered	Still
itk	Judeo-Italian	Less than 10K	Endangered	Emerging
itl	Itelmen	Less than 10K	Endangered	Emerging
itm	Itu Mbon Uzo	Less than 10K	Stable	Still
ito	Itonama	None	Endangered	Still
itr	Yawuno Teneyo	Less than 10K	Endangered	Still
its	Isekiri	1M to 1B	Stable	Emerging
itt	Itneg, Maeng	10K to 1M	Stable	Still
itv	Itawit	10K to 1M	Stable	Ascending
itw	Ito	Less than 10K	Stable	Still
itx	Itik	None	Endangered	Still
ity	Itneg, Moyadan	10K to 1M	Stable	Still
itz	Itza’	Less than 10K	Endangered	Ascending
ium	Iu Mien	10K to 1M	Stable	Ascending
ivb	Ibatan	Less than 10K	Endangered	Ascending
ivv	Ivatan	10K to 1M	Institutional	Ascending
iwk	I-wak	Less than 10K	Endangered	Still
iwm	Iwam	Less than 10K	Stable	Emerging
iwo	Morop	Less than 10K	Stable	Still
iws	Iwam, Sepik	Less than 10K	Stable	Emerging
ixc	Ixcatec	None	Endangered	Emerging
ixl	Ixil	10K to 1M	Stable	Ascending
iya	Iyayu	10K to 1M	Stable	Still
iyo	Mesaka	10K to 1M	Stable	Emerging
iyx	Yaka	10K to 1M	Stable	Emerging
izh	Ingrian	None	Endangered	Emerging
izm	Kizamani	Less than 10K	Stable	Still
izr	Izere	10K to 1M	Endangered	Ascending
izz	Izii	10K to 1M	Stable	Ascending
jaa	Jamamadí	Less than 10K	Stable	Emerging
jab	Hyam	10K to 1M	Stable	Ascending
jac	Jakalteko	10K to 1M	Stable	Ascending
jad	Jahanka	10K to 1M	Stable	Still
jae	Yabem	10K to 1M	Endangered	Emerging
jaf	Jara	10K to 1M	Stable	Still
jah	Jah Hut	Less than 10K	Stable	Still
jaj	Zazao	Less than 10K	Endangered	Still
jak	Jakun	None	Endangered	Emerging
jal	Yalahatan	Less than 10K	Endangered	Still
jam	Jamaican English Creole	1M to 1B	Stable	Ascending
jan	Jandai	None	Extinct	Still
jao	Yanyuwa	None	Endangered	Ascending
jaq	Yaqay	10K to 1M	Endangered	Still
jas	Javanese, New Caledonian	Less than 10K	Endangered	Still
jat	Inku	None	Extinct	Emerging
jau	Yaur	Less than 10K	Endangered	Still
jav	Javanese	1M to 1B	Institutional	Vital
jax	Malay, Jambi	1M to 1B	Stable	Ascending
jay	Yan-nhangu	None	Extinct	Emerging
jaz	Jawe	Less than 10K	Endangered	Still
jbe	Judeo-Berber	Less than 10K	Endangered	Emerging
jbi	Badjiri	None	Extinct	Still
jbj	Arandai	Less than 10K	Endangered	Still
jbk	Barikewa	Less than 10K	Stable	Still
jbm	Bijim	10K to 1M	Stable	Still
jbn	Nafusi	10K to 1M	Stable	Ascending
jbr	Jofotek-Bromnya	Less than 10K	Endangered	Still
jbt	Jabutí	None	Endangered	Still
jbu	Jukun Takum	10K to 1M	Stable	Emerging
jbw	Yawijibaya	None	Endangered	Still
jcs	Konchri Sain	None	Endangered	Emerging
jct	Krimchak	Less than 10K	Endangered	Ascending
jda	Jad	Less than 10K	Stable	Still
jdg	Jadgali	10K to 1M	Stable	Still
jdt	Judeo-Tat	10K to 1M	Stable	Ascending
jeb	Jebero	None	Endangered	Emerging
jee	Jerung	Less than 10K	Endangered	Still
jeh	Jeh	10K to 1M	Stable	Still
jei	Yei	Less than 10K	Endangered	Still
jek	Jeri Kuo	Less than 10K	Endangered	Still
jel	Yelmek	Less than 10K	Endangered	Emerging
jen	Dza	10K to 1M	Endangered	Emerging
jer	Jere	10K to 1M	Stable	Emerging
jet	Manem	Less than 10K	Stable	Still
jeu	Jonkor Bourmataguil	Less than 10K	Endangered	Emerging
jgb	Ngbee	None	Extinct	Emerging
jge	Judeo-Georgian	10K to 1M	Stable	Emerging
jgk	Gwak	10K to 1M	Stable	Emerging
jgo	Ngomba	10K to 1M	Stable	Ascending
jhi	Jehai	Less than 10K	Stable	Still
jhs	Jhyankot Sign Language	None	Stable	Still
jia	Da’a	Less than 10K	Endangered	Emerging
jib	Jibu	10K to 1M	Stable	Ascending
jic	Tol	Less than 10K	Endangered	Emerging
jid	Bu	10K to 1M	Stable	Still
jie	Jilbe	Less than 10K	Endangered	Still
jig	Jingulu	None	Endangered	Emerging
jih	sTodsde	Less than 10K	Endangered	Still
jii	Jiiddu	10K to 1M	Endangered	Still
jil	Sgi Bara	Less than 10K	Endangered	Still
jim	Jimjimen	10K to 1M	Stable	Emerging
jio	Jiamao	10K to 1M	Stable	Still
jiq	Lavrung	10K to 1M	Stable	Emerging
jit	Jita	10K to 1M	Stable	Ascending
jiu	Jinuo, Youle	10K to 1M	Endangered	Still
jiv	Shuar	10K to 1M	Stable	Ascending
jiy	Jinuo, Buyuan	Less than 10K	Endangered	Still
jje	Jejueo	Less than 10K	Endangered	Emerging
jjr	Bankal	10K to 1M	Stable	Still
jka	Kaera	Less than 10K	Stable	Emerging
jkm	Karen, Mobwa	Less than 10K	Endangered	Emerging
jko	Kubo	Less than 10K	Stable	Still
jkp	Karen, Paku	Less than 10K	Stable	Emerging
jkr	Koro	Less than 10K	Endangered	Emerging
jks	Amami Koniya Sign Language	None	Endangered	Still
jku	Labur	Less than 10K	Endangered	Still
jle	Ngile	10K to 1M	Endangered	Still
jls	Jamaican Sign Language	Less than 10K	Stable	Emerging
jma	Dima	Less than 10K	Stable	Still
jmb	Zibinju	Less than 10K	Stable	Still
jmc	Machame	10K to 1M	Stable	Ascending
jmd	Yamdena	10K to 1M	Endangered	Emerging
jmi	Jimi	Less than 10K	Endangered	Still
jml	Jumli	Less than 10K	Stable	Emerging
jmn	Makuri Naga	Less than 10K	Stable	Emerging
jmr	Kamara	Less than 10K	Stable	Emerging
jms	Mashi	Less than 10K	Endangered	Still
jmw	Mouwase	Less than 10K	Stable	Still
jmx	Western Juxtlahuaca Mixtec	10K to 1M	Stable	Ascending
jna	Jangshung	Less than 10K	Endangered	Emerging
jnd	Jandavra	Less than 10K	Stable	Still
jng	Yangman	None	Endangered	Still
jni	Janji	Less than 10K	Endangered	Still
jnj	Yemsa	10K to 1M	Institutional	Emerging
jnl	Rawat	Less than 10K	Endangered	Still
jns	Jaunsari	10K to 1M	Stable	Emerging
job	Kiviila	10K to 1M	Endangered	Emerging
jod	Wojenaka	10K to 1M	Stable	Emerging
jog	Jogi	10K to 1M	Stable	Still
jor	Jorá	None	Extinct	Still
jos	Jordanian Sign Language	10K to 1M	Stable	Still
jow	Jowulu	10K to 1M	Stable	Emerging
jpn	Japanese	1M to 1B	Institutional	Thriving
jpr	Judeo-Persian	10K to 1M	Endangered	Emerging
jqr	Jaqaru	Less than 10K	Endangered	Emerging
jra	Jarai	10K to 1M	Stable	Ascending
jrr	Jiru	Less than 10K	Stable	Still
jrt	Jakattoe	Less than 10K	Endangered	Still
jru	Japreria	Less than 10K	Endangered	Emerging
jsl	Japanese Sign Language	10K to 1M	Stable	Emerging
jua	Júma	None	Extinct	Emerging
jub	Wannu	None	Stable	Still
juc	Jurchen	None	Extinct	Emerging
jud	Worodougou	10K to 1M	Stable	Emerging
juh	Hõne	Less than 10K	Endangered	Still
jui	Ngadjuri	None	Extinct	Still
juk	Wapan	10K to 1M	Stable	Still
jul	Jirel	Less than 10K	Endangered	Emerging
jum	Jumjum	10K to 1M	Stable	Emerging
jun	Juang	10K to 1M	Stable	Emerging
juo	Jiba	Less than 10K	Endangered	Still
jup	Hupdë	Less than 10K	Stable	Still
jur	Jurúna	Less than 10K	Stable	Still
jus	Jumli Sign Language	Less than 10K	Endangered	Still
juu	Juu	None	Endangered	Still
juw	Wãpha	10K to 1M	Endangered	Still
juy	Juray	10K to 1M	Endangered	Emerging
jvd	Javindo	None	Endangered	Emerging
jvn	Suriname Javanese	10K to 1M	Stable	Emerging
jwi	Jwira-Pepesa	10K to 1M	Stable	Still
jya	Jiarong	10K to 1M	Stable	Emerging
jye	Arabic, Judeo-Yemeni	10K to 1M	Stable	Emerging
jyy	Jaya	Less than 10K	Endangered	Emerging
kaa	Karakalpak	10K to 1M	Stable	Ascending
kab	Kabyle	1M to 1B	Institutional	Vital
kac	Jingpho	10K to 1M	Institutional	Ascending
kad	Adara	10K to 1M	Stable	Emerging
kae	Ketangalan	None	Extinct	Still
kaf	Katso	Less than 10K	Endangered	Still
kag	Kejaman	Less than 10K	Endangered	Still
kah	Kara	Less than 10K	Stable	Still
kai	Karekare	10K to 1M	Stable	Ascending
kaj	Jju	10K to 1M	Stable	Ascending
kak	Kalanguya	10K to 1M	Stable	Ascending
kal	Greenlandic	10K to 1M	Institutional	Vital
kam	Kamba	1M to 1B	Institutional	Ascending
kan	Kannada	1M to 1B	Institutional	Vital
kao	Xaasongaxango	10K to 1M	Stable	Ascending
kap	Bezhta	Less than 10K	Stable	Emerging
kaq	Capanahua	Less than 10K	Endangered	Emerging
kas	Kashmiri	1M to 1B	Institutional	Vital
kat	Georgian	1M to 1B	Institutional	Vital
kav	Katukína	None	Endangered	Still
kax	Kao	Less than 10K	Endangered	Still
kay	Kamayurá	Less than 10K	Stable	Emerging
